SKU_ID,Base_ID,Title,Price,Description,Stock,Release Year,Storage,Screen Size,Color
59,1,"XenoPhone Fusion - 128GB, 6.5"", Blue",899.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.5""",Blue
60,1,"XenoPhone Fusion - 128GB, 6.5"", Red",899.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.5""",Red
61,1,"XenoPhone Fusion - 128GB, 6.5"", Green",899.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.5""",Green
62,1,"XenoPhone Fusion - 128GB, 6.5"", Silver",899.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.5""",Silver
63,1,"XenoPhone Fusion - 128GB, 6.5"", Gold",899.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.5""",Gold
64,1,"XenoPhone Fusion - 128GB, 6.5"", Purple",899.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.5""",Purple
65,1,"XenoPhone Fusion - 128GB, 6.7"", Black",929.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.7""",Black
66,1,"XenoPhone Fusion - 128GB, 6.7"", White",929.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.7""",White
67,1,"XenoPhone Fusion - 128GB, 6.7"", Blue",929.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.7""",Blue
68,1,"XenoPhone Fusion - 128GB, 6.7"", Red",929.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.7""",Red
69,1,"XenoPhone Fusion - 128GB, 6.7"", Green",929.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.7""",Green
70,1,"XenoPhone Fusion - 128GB, 6.7"", Silver",929.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.7""",Silver
71,1,"XenoPhone Fusion - 128GB, 6.7"", Gold",929.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.7""",Gold
72,1,"XenoPhone Fusion - 128GB, 6.7"", Purple",929.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"6.7""",Purple
73,1,"XenoPhone Fusion - 128GB, 7.1"", Black",959.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"7.1""",Black
74,1,"XenoPhone Fusion - 128GB, 7.1"", White",959.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"7.1""",White
75,1,"XenoPhone Fusion - 128GB, 7.1"", Blue",959.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"7.1""",Blue
76,1,"XenoPhone Fusion - 128GB, 7.1"", Red",959.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"7.1""",Red
77,1,"XenoPhone Fusion - 128GB, 7.1"", Green",959.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"7.1""",Green
78,1,"XenoPhone Fusion - 128GB, 7.1"", Silver",959.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"7.1""",Silver
79,1,"XenoPhone Fusion - 128GB, 7.1"", Gold",959.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"7.1""",Gold
80,1,"XenoPhone Fusion - 128GB, 7.1"", Purple",959.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,128GB,"7.1""",Purple
81,1,"XenoPhone Fusion - 256GB, 5.8"", Black",889.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"5.8""",Black
82,1,"XenoPhone Fusion - 256GB, 5.8"", White",889.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"5.8""",White
83,1,"XenoPhone Fusion - 256GB, 5.8"", Blue",889.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"5.8""",Blue
84,1,"XenoPhone Fusion - 256GB, 5.8"", Red",889.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"5.8""",Red
85,1,"XenoPhone Fusion - 256GB, 5.8"", Green",889.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"5.8""",Green
86,1,"XenoPhone Fusion - 256GB, 5.8"", Silver",889.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"5.8""",Silver
87,1,"XenoPhone Fusion - 256GB, 5.8"", Gold",889.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"5.8""",Gold
88,1,"XenoPhone Fusion - 256GB, 5.8"", Purple",889.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"5.8""",Purple
89,1,"XenoPhone Fusion - 256GB, 6.1"", Black",919.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.1""",Black
90,1,"XenoPhone Fusion - 256GB, 6.1"", White",919.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.1""",White
91,1,"XenoPhone Fusion - 256GB, 6.1"", Blue",919.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.1""",Blue
92,1,"XenoPhone Fusion - 256GB, 6.1"", Red",919.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.1""",Red
93,1,"XenoPhone Fusion - 256GB, 6.1"", Green",919.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.1""",Green
94,1,"XenoPhone Fusion - 256GB, 6.1"", Silver",919.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.1""",Silver
95,1,"XenoPhone Fusion - 256GB, 6.1"", Gold",919.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.1""",Gold
96,1,"XenoPhone Fusion - 256GB, 6.1"", Purple",919.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.1""",Purple
97,1,"XenoPhone Fusion - 256GB, 6.5"", Black",949.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.5""",Black
98,1,"XenoPhone Fusion - 256GB, 6.5"", White",949.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.5""",White
99,1,"XenoPhone Fusion - 256GB, 6.5"", Blue",949.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.5""",Blue
100,1,"XenoPhone Fusion - 256GB, 6.5"", Red",949.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.5""",Red
101,1,"XenoPhone Fusion - 256GB, 6.5"", Green",949.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.5""",Green
102,1,"XenoPhone Fusion - 256GB, 6.5"", Silver",949.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.5""",Silver
103,1,"XenoPhone Fusion - 256GB, 6.5"", Gold",949.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.5""",Gold
104,1,"XenoPhone Fusion - 256GB, 6.5"", Purple",949.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.5""",Purple
105,1,"XenoPhone Fusion - 256GB, 6.7"", Black",979.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.7""",Black
106,1,"XenoPhone Fusion - 256GB, 6.7"", White",979.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.7""",White
107,1,"XenoPhone Fusion - 256GB, 6.7"", Blue",979.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.7""",Blue
108,1,"XenoPhone Fusion - 256GB, 6.7"", Red",979.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.7""",Red
109,1,"XenoPhone Fusion - 256GB, 6.7"", Green",979.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.7""",Green
110,1,"XenoPhone Fusion - 256GB, 6.7"", Silver",979.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.7""",Silver
111,1,"XenoPhone Fusion - 256GB, 6.7"", Gold",979.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.7""",Gold
112,1,"XenoPhone Fusion - 256GB, 6.7"", Purple",979.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"6.7""",Purple
113,1,"XenoPhone Fusion - 256GB, 7.1"", Black",1009.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"7.1""",Black
114,1,"XenoPhone Fusion - 256GB, 7.1"", White",1009.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"7.1""",White
115,1,"XenoPhone Fusion - 256GB, 7.1"", Blue",1009.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"7.1""",Blue
116,1,"XenoPhone Fusion - 256GB, 7.1"", Red",1009.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"7.1""",Red
117,1,"XenoPhone Fusion - 256GB, 7.1"", Green",1009.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"7.1""",Green
118,1,"XenoPhone Fusion - 256GB, 7.1"", Silver",1009.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"7.1""",Silver
119,1,"XenoPhone Fusion - 256GB, 7.1"", Gold",1009.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"7.1""",Gold
120,1,"XenoPhone Fusion - 256GB, 7.1"", Purple",1009.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,256GB,"7.1""",Purple
121,1,"XenoPhone Fusion - 512GB, 5.8"", Black",939.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"5.8""",Black
122,1,"XenoPhone Fusion - 512GB, 5.8"", White",939.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"5.8""",White
123,1,"XenoPhone Fusion - 512GB, 5.8"", Blue",939.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"5.8""",Blue
124,1,"XenoPhone Fusion - 512GB, 5.8"", Red",939.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"5.8""",Red
125,1,"XenoPhone Fusion - 512GB, 5.8"", Green",939.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"5.8""",Green
126,1,"XenoPhone Fusion - 512GB, 5.8"", Silver",939.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"5.8""",Silver
127,1,"XenoPhone Fusion - 512GB, 5.8"", Gold",939.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"5.8""",Gold
128,1,"XenoPhone Fusion - 512GB, 5.8"", Purple",939.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"5.8""",Purple
129,1,"XenoPhone Fusion - 512GB, 6.1"", Black",969.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.1""",Black
130,1,"XenoPhone Fusion - 512GB, 6.1"", White",969.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.1""",White
131,1,"XenoPhone Fusion - 512GB, 6.1"", Blue",969.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.1""",Blue
132,1,"XenoPhone Fusion - 512GB, 6.1"", Red",969.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.1""",Red
133,1,"XenoPhone Fusion - 512GB, 6.1"", Green",969.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.1""",Green
134,1,"XenoPhone Fusion - 512GB, 6.1"", Silver",969.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.1""",Silver
135,1,"XenoPhone Fusion - 512GB, 6.1"", Gold",969.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.1""",Gold
136,1,"XenoPhone Fusion - 512GB, 6.1"", Purple",969.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.1""",Purple
137,1,"XenoPhone Fusion - 512GB, 6.5"", Black",999.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.5""",Black
138,1,"XenoPhone Fusion - 512GB, 6.5"", White",999.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.5""",White
139,1,"XenoPhone Fusion - 512GB, 6.5"", Blue",999.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.5""",Blue
140,1,"XenoPhone Fusion - 512GB, 6.5"", Red",999.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.5""",Red
141,1,"XenoPhone Fusion - 512GB, 6.5"", Green",999.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.5""",Green
142,1,"XenoPhone Fusion - 512GB, 6.5"", Silver",999.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.5""",Silver
143,1,"XenoPhone Fusion - 512GB, 6.5"", Gold",999.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.5""",Gold
144,1,"XenoPhone Fusion - 512GB, 6.5"", Purple",999.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.5""",Purple
145,1,"XenoPhone Fusion - 512GB, 6.7"", Black",1029.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.7""",Black
146,1,"XenoPhone Fusion - 512GB, 6.7"", White",1029.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.7""",White
147,1,"XenoPhone Fusion - 512GB, 6.7"", Blue",1029.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.7""",Blue
148,1,"XenoPhone Fusion - 512GB, 6.7"", Red",1029.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.7""",Red
149,1,"XenoPhone Fusion - 512GB, 6.7"", Green",1029.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.7""",Green
150,1,"XenoPhone Fusion - 512GB, 6.7"", Silver",1029.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.7""",Silver
151,1,"XenoPhone Fusion - 512GB, 6.7"", Gold",1029.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.7""",Gold
152,1,"XenoPhone Fusion - 512GB, 6.7"", Purple",1029.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"6.7""",Purple
153,1,"XenoPhone Fusion - 512GB, 7.1"", Black",1059.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"7.1""",Black
154,1,"XenoPhone Fusion - 512GB, 7.1"", White",1059.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"7.1""",White
155,1,"XenoPhone Fusion - 512GB, 7.1"", Blue",1059.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"7.1""",Blue
156,1,"XenoPhone Fusion - 512GB, 7.1"", Red",1059.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"7.1""",Red
157,1,"XenoPhone Fusion - 512GB, 7.1"", Green",1059.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"7.1""",Green
158,1,"XenoPhone Fusion - 512GB, 7.1"", Silver",1059.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"7.1""",Silver
159,1,"XenoPhone Fusion - 512GB, 7.1"", Gold",1059.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"7.1""",Gold
160,1,"XenoPhone Fusion - 512GB, 7.1"", Purple",1059.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,512GB,"7.1""",Purple
161,1,"XenoPhone Fusion - 1TB, 5.8"", Black",989.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"5.8""",Black
162,1,"XenoPhone Fusion - 1TB, 5.8"", White",989.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"5.8""",White
163,1,"XenoPhone Fusion - 1TB, 5.8"", Blue",989.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"5.8""",Blue
164,1,"XenoPhone Fusion - 1TB, 5.8"", Red",989.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"5.8""",Red
165,1,"XenoPhone Fusion - 1TB, 5.8"", Green",989.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"5.8""",Green
166,1,"XenoPhone Fusion - 1TB, 5.8"", Silver",989.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"5.8""",Silver
167,1,"XenoPhone Fusion - 1TB, 5.8"", Gold",989.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"5.8""",Gold
168,1,"XenoPhone Fusion - 1TB, 5.8"", Purple",989.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"5.8""",Purple
169,1,"XenoPhone Fusion - 1TB, 6.1"", Black",1019.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"6.1""",Black
170,1,"XenoPhone Fusion - 1TB, 6.1"", White",1019.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"6.1""",White
171,1,"XenoPhone Fusion - 1TB, 6.1"", Blue",1019.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"6.1""",Blue
172,1,"XenoPhone Fusion - 1TB, 6.1"", Red",1019.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"6.1""",Red
173,1,"XenoPhone Fusion - 1TB, 6.1"", Green",1019.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"6.1""",Green
174,1,"XenoPhone Fusion - 1TB, 6.1"", Silver",1019.49,"Perfect for professionals, featuring a stunning display and top-tier security features.",333,2022,1TB,"6.1""",Silver
